address_1,address_2,label
"Avenida General Vitorino Laranjeira, 592, Amarante, 4600-018","Avenida General Vitorino Laranjeira, 592, Amarante",1
"Rua do Altinho, 12, Castro Verde, 7780-251","Rua do Altinho, 12, Castro Verde",1
"Rua de Angola, 58, Santa Luzia, 8800-539","r ed angla, 58, Santa Luzia",1
"Rua 4 de Outubro, 5, Tavira, 8800-362","Rua 4 de Outubro, 5, 8800-362",1
"Travessa Levada Saraiva, 11, Câmara de Lobos, 9325-340","travessa saraiva leavda, 11, Câmara de Lobos",1
"Beco Princesa, 4, Funchal, 9050-016","Rua Princesa Dona Amélia, 25, Funchal, 9000-019",0
"Rua da Ladeira, 13, Santo António do Baldio, 7200-082","Rua da Ladeira, 13, 7200-082",1
"Rua 9 de Abril, 19, Pavia, 7490-444","Rua 25 de Abril, 1, Pavia, 7490-448",0
"Fernandega, 44, Praia do Almoxarife, 9900-452","Fernandega, 44, 9900-452",1
"Rua Álvaro Marinha de Campos, 27, Mértola, 7750-335","Rua de Timor, 25, Mértola, 7750-347",0
"Rua Ribeira de Machados, 39, Vila Real, 5000-471","r ibeira de machados, 39, Vila Real",1
"Rua Fernando Pessoa, Montemor-o-Novo, 7050-236","Rua do Lavre, 3, Montemor-o-Novo, 7050-198",0
"Rua Património, 115, Vila Boa De Quires, 4635-681","Rua Maria Carolina Albuquerque Vasconcelos, 171, Vila Boa De Quires, 4635-683",0
"Rua Dom Fernando II, 19, Queluz, 2745-190","Rua Professor Doutor Reinaldo dos Santos, 5, Queluz, 2745-836",0
"Rua de Barbosa du Bocage, Porto, 4150-122","r bocage barbosa du den, Porto, 4150-122",1
"Rua de Entre Vinhas, Coimbra, 3020-497","Rua de Entre Vinhas, Mem Martins, 2725-506",0
"Praceta Francisco da Câmara, 4, Barreiro, 2830-100","Rua D. Francisco de Almeida, Quinta da Lomba, 41, Barreiro, 2830-178",0
"Largo do Grémio, 4, Olhão, 8700-343","Rua do Atleta Olímpico, 16, Olhão, 8700-132",0
"Rua Manuel Correia Lopes, 9, Évora, 7005-145","r manuel correia lopes, 9, Évora, 7005-145",1
"Rua de São Sebastião, 22, Arraiolos, 7040-079","Rua de São Sebastião, 22, Arraiolos",1
"Estrada do Garajau, 146, Funchal, 9125-067","Estrada do Garajau, 152, Caniço, 9125-067",0
"Avenida da Colónia, 25, Apúlia, 4740-061","avenda da colónia, 25, Apúlia",1
"Rua Joaquim Colaço Cardoso, 70A, Almeirim, 2080-147","r joaquim colaço cardoso, 70A, Almeirim",1
"Rua da Senra, 219, Esmoriz","Rua da Seara, 10, Esmoriz",0
"Rua Arnaldo Gama, Trofa, 4785-231","Rua Arnaldo Gama, 218, 220, 222, Rio Tinto, 4435-113",0
"Rua do Vale de Santa Rita, 200, Estoril","do r vale d esanta rtia, 200, Estoril",1
"Rua 1º de Maio, 3, Vale de Vargo, 7830-503","Rua 1º de Maio, 3, Vale de Vargo",1
"Rua Dona Maria Pia, Montijo, 2870-471","Rua Dom Jorge Mestre de Santiago, 4, Montijo, 2870-310",0
"Rua Borda d’Água da Asseca, 11, Tavira, 8800-325","Rua Borda d’Água da Asseca, 11, Tavira",1
"Rua da Guiné, LT 4, Reguengos de Monsaraz, 7200-342","Rua da Guiné, LT 4, Reguengos de Monsaraz",1
"Bairro Moagem, 3, Ermidas-Sado, 7565-201","bairro moagem, 3, Ermidas-Sado",1
"Impasse Comboio, CASA 5, Funchal, 9050-414","Impasse 1 Do Caminho De s Roque, 6, Funchal, 9020-165",0
"Rua das Musas, 22, Lisboa","Rua das Musas, 22",1
"Rua Padre Francisco José de Assis, 3, Évora, 7000-334","Rua João de Deus, 138/140, Évora",0
"Rua Gil Eanes, 84, Tunes, 8365-235","Rua Teófilo Carvalho dos Santos, 26, Tunes, 8365-235",0
"Rua 1º de Maio, 2, Alcácer do Sal, 7580-067","Rua 1º de Maio, 2, 7580-067",1
"Rua Infante Dom Henrique, 9, Santa Margarida do Sado, 7900-307","Rua do Comércio, 7A, Santa Margarida do Sado, 7900-303",0
"Patio do Agnelo, 11, Évora, 7005-228","Rua do Centro de Formação, Évora, 7005-212",0
"Rua dos Aviadores, 20, Vila Nova de Milfontes, 7645-218","aviaxdores ados ru, 20, Vila Nova de Milfontes",1
"Rua da Cumeira, Caldas da Rainha, 2500","Av. D. Manuel Figueira da Câmara, Caldas da Rainha, 2500-184",0
"Rua 5 de Outubro, 18, Cabeção, 7490-069","Rua dos Combatentes da Grande Guerra, 14, Cabeção, 7490-092",0
"Rua da Bica, 29, Alvalade, 7565-045","Rua da Bica, 29, Alvalade",1
"Rua José Augusto da Silva, 4, Coimbra, 3040-322","r das augusto josé ilva, 4, Coimbra",1
"Rua Doutor Bento Jesus Caraça, 35, Aldeias de Montoito, 7200-051","Rua B Doutor Bento Jesus Caraça, 4 A, Aldeias de Montoito, 7200-051",0
"Rua do Vale, 16, Lisboa","Rua do Vale Formoso de Cima, 150, Lisboa, 1950-449",0
"Rua Rosas, 6, Alcaçovas, 7090-035","Rua Doutor Aleixo de Abreu, 49, Alcaçovas, 7090-056",0
"Praça D. João, 9B, Amadora, 2700-248","Praça Ernesto Melo Antunes, 1, Amadora",0
"Estrada Nacional 114-3, 50, Coruche, 2100-502","Estrada nacional 114, Coruche, 2100-106",0
"Largo do Calhariz, 6, Lisboa","Largo do Chafariz de Dentro, 26, Lisboa",0
"R Sacadura Cabral, 100, Várzea Do Douro, 4575-457","R Sacadura Cabral, 100, Várzea Do Douro",1
"Rua da Escola Nova, 9, Esposende, 4740-522","r da escola nova, 9, Esposende, 4740-522",1
"Rua Ferreira Borges, 20, Campo de Ourique, 1350-140","r ferreira borges, 20, Campo de Ourique",1
"Rua das Cavalariças, 30, Campo Maior, 7370-104","Rua das Cavalariças, 30, 7370-104",1
"Rua das Curvas, 6, Sobral da Lagoa, 2510-651","Rua Descida dos Moinhos, 1, Sobral da Lagoa, 2510-651",0
"Rua do Moinho, 7, Torrão, 7595-146","Rua Doutor António Joaquim Conceição, 40, Torrão, 7595-140",0
"R Fragas, 75, Paços De Gaiolo, 4625-225","R Fragas, 32, Vila Boa Do Bispo, 4625-663",0
"Rua Manuel Ribeiro de Pavia, 1, Évora, 7005-551","Rua João de Deus, 138/140, Évora",0
"Rua José Brandão de Almeida, 35, MEM MARTINS, 2725-351","r josé brandão de almeida, 35, MEM MARTINS",1
"Avenida da Beira Mar, 441, Canidelo, 4400-382","Avenida da Beira Mar, 2363, Vila Nova de Gaia, 4400-382",0
"Travessa da Ponte, 85, Esmoriz","Travessa da Ponte, 20, Redondo, 7170-018",0
"Rua do Paço do Conde, 15, Coimbra, 3000-308","Rua da Sofia, 117, Coimbra, 3000",0
"Rua Nova, 20, Palma, 7580-325","r nova, 20, Palma",1
"Rua Luís de Camões, 100-A - 100-B, Alcântara","Rua Luís de Camões, 100-A - 100-B",1
"Rua da Liberdade, 2, Piçarras, 7080-342","Rua General Humberto Delgado, Piçarras, 7080-342",0
"Rua 25 de Abril, 44, Sabugueiro, 7040-704","Rua 25 de Abril, 44, Sabugueiro",1
"R Lapas, 64, Favões, 4625-084","R Monte De Vila, 7, Favões, 4625-117",0
"Rua da Urbanização da Quinta da Coutada, Lt 5, Chamusca, 2140-187","Travessa da  Urbanização da Quinta da Coutada, 2, Chamusca, 2140-187",0
"Avenida do Lar, 3, Fortios, 7300-651","Rua dos Combatentes do Ultramar, 10, Fortios, 7300-690",0
"Rua Antonio Mota, 11, Setúbal, 2910-006","Rua António Mota, 5, Setúbal, 2910-006",0
"R Vale, 150, Penha Longa, 4625-380","R Cancela, 120, Penha Longa, 4625-307",0
"Entrada N 4 Da Rua Da Achada, 2, Câmara de Lobos, 9325-073","entrada n 4 da r da achada, 2, Câmara de Lobos",1
"Rua Dona Filipa de Vilhema, 6-A/B, Lisboa, 1000-135","Rua Dona Filipa de Vilhena, 4E;4F, Lisboa, 1000-135",0
"Rua 25 de Abril, 21, Vidigueira, 7960-228","ry 5 abril de, 21, Vidigueira",1
"Travessa do Parrinho, 118, São João da Madeira, 3700-334","Travessa do Parrinho, 118, São João da Madeira",1
"Rua Maria Júlia de Vilhena Pereira, 25, Ferreira do Alentejo, 7900-663","Rua Maria Júlia de Vilhena Pereira, 25, Ferreira do Alentejo",1
"Rua General Humberto Delgado, 42, Grândola, 7570-263","Rua de São Sebastião, 18, Grândola",0
"Rua de Paris, 11, Elvas, 7350-157","Rua de Paris, 13, Leiria, 2415-584",0
"Rua Do Saco, 16, Santa Vitória, 7800-732","Rua Do Saco, 3, São João de Negrilhos, 7600-423",0
"Rua da Branqueira, 37, Torreira, 3870-335","Rua da Branqueira, 37, Torreira",1
"Rua Doutor Couto Jardim, 11, Ciladas (São Romão), 7160-130","r doutor cotuo jardim, 11, Ciladas (São Romão), 7160-130",1
"Rua Dom Nuno Álvares Pereira, 3, Alandroal, 7250-134","Rua Principal, 4, Alandroal, 7250-999",0
"Rua Canada, 6, Penedo Gordo, 7800-357","Rua Miguel Fernandes, 23, Penedo Gordo, 7800-360",0
"Rua Bairro de Santo António, 11, Santo António do Baldio, 7200-082","Rua Nova, 1, Santo António do Baldio, 7200-082",0
"Rua Cesário Verde, 25, São João da Madeira, 3700-082","Rua Adelino Amaro da Costa, 151 B, São João da Madeira, 3700-023",0
"Rua Professor Lafayete Rodrigues Vieira de Castro, Maia, 4475-646","Rua Engenheiro Duarte Pacheco, Maia, 4470-202",0
"Rua Casa Branca Residencias Costa Do Sol, 70, Funchal, 9000-113","Rua Casa Branca Residencias Costa Do Sol, 70, Funchal",1
"Rua da Rocha, 26, Sabóia, 7665-847","Rua Doutor Manuel de Arriaga, 34, Sabóia, 7665-833",0
"Largo Dona Maria dos Anjos Nunes de Oliveira Pequito, 1, Gáfete, 7430-294","largo dona maria dos anjos nunes de oliveira pelquito, 1, Gáfete, 7430-294",1
"Rua 25 de Abril, 66, Nisa, 6050-343","r de 25 abril, 66, Nisa",1
"Caminho Lombo, 7, Calheta, 9385-205","caminho lombo, 7, Calheta",1
"Rua Álvaro Cunhal, 67, Coimbra, 3040-350","Rua Álvaro Cunhal, 67, Coimbra",1
"Beco dos Lopos, 4, Albufeira, 8200-642","Avenida Dos Descobrimentos, Albufeira, 8200-127",0
"Rua do Lagar Velho, 3, Viana do Alentejo, 7090-259","Rua do Lagar Velho, 3, 7090-259",1
"Alameda António Sérgio, Lisboa, 1750-032","Avenida António Augusto de Aguiar, 31, Lisboa, 1069-413",0
"Avenida Fernando Salgueiro Maia, 38, Hortas, 8900","av salgueiro fernando aia, 38, Hortas",1
"Beco Esplanada, 9, Vendinha, 7200-042","Beco da Esplanada, 6, Vendinha, 7200-042",0
"Rua de Santo António a Almeirim, 52, Évora, 7005-403","Rua de Santo António a Almeirim, 52, Évora",1
"Caminho Lombo Do Foro, 2, Câmara de Lobos, 9325-151","Caminho Lombo Do Foro, 2, Câmara de Lobos",1
"Rua 31 de Janeiro, 9, Évora, 7000-539","r de 31 janeiro, 9, Évora, 7000-539",1
"Praceta do Parque Nascente, 30, Gondomar, 4435-840","Praceta do Parque Nascente, 35, Rio Tinto, 4435-076",0
"Rua Dr. Sousa Martins, 53, Vila Real de Santo António, 8900","r dr. martins sosua, 53, Vila Real de Santo António, 8900",1
"Estrada Marginal Sul, 190, Peniche, 2520-227","Estrada Marginal Norte, Peniche, 2520 - 605",0
"R Joaquim Pereira Magalhães, 18, Banho E Carvalhosa, 4635-054","R Quelha, 62, Banho E Carvalhosa, 4635-049",0
"Rua João de Deus, 4, Vila Real de Santo António","r joão de deus, 4, Vila Real de Santo António",1
"Calçada de São Francisco, 2, Chamusca, 2140-065","Largo Dona Maria Marques de Carvalho, 22, Chamusca, 2140-077",0
"Travessa do Ameiro, 7, Murtosa, 3870-119","Travessa do Agro, 9, Murtosa, 3870-113",0
"Rua João de Deus, 2, Azinhal, 8950-044","Rua José Vaz Albino Rosa, 21, Azinhal, 8950-040",0
"Urb De Agrelos, São Lourenço Do Douro, 4625-556","de urb agrelos, São Lourenço Do Douro, 4625-556",1
"Vereda Romeiras, 21, Câmara de Lobos, 9325-176","Vereda Romeiras, 13, Calheta, 9370-267",0
"Travessa do Cemitério, 8, Abela, 7540-011","Travessa do Cemitério, 8, 7540-011",1
"Largo do Terreiro, 1, Arneiro, 6050-452","Largo do Terreiro, 1, Arneiro",1
"Praça da Independência, 2, Setúbal, 2910-716","Avenida da República da Guiné-Bissau, 16, Setúbal, 2900",0
"Rua Alfredo Alferes, 9, Murtosa, 3870-156","Rua União Beneficente Murtoense, 41, Murtosa, 3870-264",0
"Rua José Vargas, 49, Baleizão, 7800-611","Rua José Vargas, 49, Baleizão",1
"Rua de Serpa, 16, Baleizão, 7800-611","r dserpa, 16, Baleizão",1
"Rua Engenheiro Francisco Leal, 6, Moncarapacho, 8700-067","Rua Gabriel Mendonça, 5, Moncarapacho, 8700-098",0
"Rua Joaquim Pedro de Matos, 1, Cabrela, 7050-418","Rua Joaquim Pedro Matos, 42, Cabrela, 7050-423",0
"Rua Doutor Jacinto Fernandes Palma, 4, Reguengos de Monsaraz, 7200-353","Rua Doutor Jacinto Fernandes Palma, 4, 7200-353",1
"Rua Louridos, 21, Folhada, 4635-209","Rua São João Baptista, 128, Folhada, 4635-235",0
"Rua da Barca, 8, Viana do Alentejo, 7090-300","rd abarca, 8, Viana do Alentejo, 7090-300",1
"Travessa de Santa Quitéria, 69b, Lisboa","Travessa de Santa Quitéria, 7, Lisboa, 1250-209",0
"Rua General Humberto Delgado, 3, Torre de Coelheiros, 7005-791","ruda genesral humberto delgado, 3, Torre de Coelheiros",1
"Estrada Eira Das Mocas, 15, Câmara de Lobos, 9325-141","Estrada Eira Mocas, 5, Câmara de Lobos, 9325-141",0
"Rua de São Bento, 44, Alandroal, 7250-111","sãho rde bento, 44, Alandroal",1
"Rua do Coalhal, 118, Vila Real, 5000-063","r do colahal, 118, Vila Real",1
"Rua José Relvas, 640, Quinta do Conde","Rua Camilo Castelo Branco, 1820, Quinta do Conde, 2975-285",0
"Rua Fernão Mendes Pinto, 56, Lisboa, 1400-146","Rua de Belém, 84-92, Lisboa, 1300-085",0
"Rua de Júlio Dinis, 775, Porto, 4050-326","Rua de Júlio Dinis, 775, 4050-326",1
"Largo Doutor António Alves Costa, 1, Alpalhão, 6050-047","largo costa antónio alves doutor, 1, Alpalhão, 6050-047",1
"Rua Marquês de Tancos, 104, Benfica do Ribatejo, 2080-341","Rua Marquês de Tancos, 104, 2080-341",1
"Rua dos Leitões, 45, Coimbra, 3040-030","Travessa dos Combatentes da Grande Guerra, 23, Coimbra, 3030-182",0
"Avenida do Rio Veirão, 15, Ribeirão, 4760-715","avepnda do rio veirão, 15, Ribeirão, 4760-715",1
"Rua da Estação, Riachos, 2350-336","Rua da Estação, 2350-336",1
"Rua dos Capitães, 31, Olhão, 8700-251","Rua dos Capitães, 31, Olhão",1
"Rua General Filipe Folque, 6, Portalegre, 7300-180","r general filipe folque, 6, Portalegre",1
"Rua Principal, LT 4, Bairro da Liberdade, 7570-301","Rua General Humberto Delgado, 17, Bairro da Liberdade, 7570-263",0
"Avenida Santuario Do Menino Jesus De Praga, Avessadas, 4630-001","av lsantuario do menino mjesus de praga, Avessadas, 4630-001",1
"Rua Infante Sagres, 19, Cabeço de Vide, 7460-032","r infante sagres, 19, Cabeço de Vide, 7460-032",1
"Avenida dos Hospitais Civis de Lisboa, 24, Amadora, 2720-275","Avenida Cardoso Lopes, 29B, Amadora, 2700-160",0
"Rua 25 de Abril, 5, Terrugem, 7350-491","Rua 25 de Abril, 5, 7350-491",1
"Rua da Boavista, 50A, Serpa, 7830-398","Rua António Carlos Calixto, 6, Serpa, 7830-336",0
"Avenida de São Sebastião, 24, Évora, 7000-767","de av são sebastião, 24, Évora, 7000-767",1
"R Cruz, 134, Penha Longa, 4625-322","R Cancela, 120, Penha Longa, 4625-307",0
"Avenida Engenheiro Adelino Amaro da Costa, 89, Cascais","Avenida Marginal, Cascais, 2754-522",0
"Rua do Boqueirão, 14, Arez, 6050-201","ura do bqueirão, 14, Arez, 6050-201",1
"Rua Infante Sagres, 16, Cabeço de Vide, 7460-032","Rua de Avis, 27, Cabeço de Vide, 7460-018",0
"Rua 25 de Abril, 28, Campinho, 7200-531","Rua 25 de Abril, 28, Campinho",1
"Rua do Seixal, 9, Assentiz RMR, 2040-536","Rua Manuel Sequeira Nobre, 1, Assentiz RMR, 2040-536",0
"Rua dos Defensores da Liberdade, 43, Montemor-o-Novo, 7050-230","Rua dos Defensores da Liberdade, 43, Montemor-o-Novo",1
"Travessa Do Poço, 1, Vila Ruiva, 7940-411","Travessa Fonte Da Silva, 6, Vila Ruiva, 7940-411",0
"R Portela, 49;85, Santo Isidoro Mcn, 4635-260","R Portela, 49;85, Santo Isidoro Mcn",1
"Avenida da República, 472, Vila Nova de Gaia, 4430-189","avednida da república, 472, Vila Nova de Gaia",1
"Travessa Mértola, 8, Castro Verde, 7780-099","Travessa de Mértola, 20, Castro Verde, 7780-099",0
"Rua Doutor Germano Amorim, 205, Arcos de Valdevez","RUA D, 34, Arcos de Valdevez, 4970-243",0
"Rua Professor Doutor Frederico Machado, 5, Horta (Matriz), 9900-138","r proferssor doutorfrederico machado, 5, Horta (Matriz), 9900-138",1
"Rua Caminho do Areal, 3, Bunheiro, 3870-018","Rua Caminho do Feital, 70, Bunheiro, 3870-021",0
"Rua do Mercado, 51B, São Domingos de Rana","r do mercado, 51B, São Domingos de Rana",1
"Estrada Principal, 518, Fráguas RMR, 2040-155","Estrada Principal, 518, Fráguas RMR",1
"Rua Celeiros, 10, Portel, 7220-404","Rua Doutor António Galhordas, 18, Portel, 7220-348",0
"Rua da Azaruja, 15, Évora, 7005-343","Rua da Azaruja, 14, Évora Monte, 7100-306",0
"Rua Cândido da Silva, 51, Porto Covo, 7520-437","r cândido ksilva da, 51, Porto Covo",1
"Rua 13 de Dezembro, Campo Maior, 7370-059","Rua Combatentes da Grande Guerra, 6, Campo Maior, 7370-050",0
"Rua Doutor Manuel Marneco Evaristo, LT 60, Corticóis, 2080-398","Rua Doutor Manuel Marneco Evaristo, LT 60, 2080-398",1
"Estrada de Tolosa, 23, Gáfete, 7430-253","Estrada de Tolosa, 23, 7430-253",1
"Rua da Parreira, 65, Safara, 7875-057","r dna parreira, 65, Safara, 7875-057",1
"Travessa das Hortas, 5, Moura, 7860-189","travessa das hortas, 5, Moura",1
"Rua Nova do Rossio, 7, São Manços, 7005-744","r orossio novad, 7, São Manços",1
"Rua Pedro Jose Ornelas, 33 D, Funchal, 9050-069","Rua Pedro José Ornelas, 33 B, Funchal, 9050-069",0
"Rua da Esperança, 18, Moura, 7860-022","Rua da Esperança, 18, Moura",1
"Rua Jose Geraldo Caravela, 18 B, Foros de Vale de Figueira, 7050-704","Rua Jose Geraldo Caravela, 18 B, Foros de Vale de Figueira",1
"Rua São Bartolomeu de La Torre, 2, Tavira, 8800-380","Rua São Bartolomeu de La Torre, 2, Tavira",1
"Rua João Nunes Feliciano, 6, Alpiarça, 2090-094","r joão nunes eiciano, 6, Alpiarça, 2090-094",1
"Rua João Augusto Ornelas, Estreito de Câmara de Lobos, 9325–032","Rua João Augusto Ornelas, 27, Estreito Câmara de Lobos",0
"Rua de Santa Catarina, 6, Juromenha, 7250-242","Rua da Escola, 7, Juromenha, 7250-242",0
"Rua Muralha, 16, Mourão, 7240-241","Rua da Muralha, 13, Mourão, 7240-262",0
"Rua Alves Redol, 25, Ponte de Sôr, 7400-273","Rua João Pedro de Andrade, 10, Ponte de Sôr, 7400-264",0
"Rua Castilho, 28A, Faro, 8000-247","Rua Conselheiro Bivar, 23-27, Faro, 8000-255",0
"Rua do Corgo, 11, Vila Real, 5000-632","corgo dgvo r, 11, Vila Real",1
"Rua do Cerco do Porto, 350, Porto","r cerco do doq porto, 350, Porto",1
"Rua de Olivença, 22, Rio Maior, 2040-308","Rua de Olivença, 22, 2040-308",1
"Rua Cidade de Évora, Montijo, 2870-137","Rua Cidade de Braga, Montijo, 2870-129",0
"Travessa Borralho, 4A, São Bartolomeu do Outeiro, 7220-538","travessa borraho, 4A, São Bartolomeu do Outeiro",1
"Rua 1º de Maio, 8, Estremoz, 7100-515","r º1 de maio, 8, Estremoz",1
"Rua da Infantaria 23, Coimbra, 3000-219","Rua da Infantaria 23, Coimbra",1
"Rua B, 2, Évora, 7005-308","Rua Bernardo de Matos, 29A, Évora, 7000-652",0
"Rua de São Tiago, Santo Tirso, 4825-152","Rua do Doutor António Augusto Pires de Lima, 16, Santo Tirso, 4780-443",0
"Rua Catarina Eufémia, 8, Paragem Nova, 7570-197","Rua Catarina Eufémia, 8, 7570-197",1
"Rua das Azáleas, Ponta Delgada, 9500-666","Rua Engenheiro José Cordeiro, 55-57, Ponta Delgada, 9500-311",0
"Rua Vasco da Gama, Albergaria-a-Velha, 3850-148","Rua do Jogo, Albergaria-a-Velha, 3850-070",0
"Rua da Fonte Seca, 196, Vila Nova de Santo André, 7500-110","Rua da Paz, 64, Vila Nova de Santo André, 7500-120",0
"Rua Dom Pedro V, Lote 7, Coimbra, 3030-386","Rua Dom Pedro, Coimbra, 3045-055",0
"Rua Nicolau Tolentino, 173, Perafita, 4455-537","Rua Nicolau Tolentino, 1, Odivelas, 2675-236",0
"Rua Pedro de Cintra, Sintra, 2710-436","Rua Sebastião Philippes Martins Estácio Veiga, 36, Sintra, 2735-584",0
"Rua Maria Veleda, 13, Charneca de Caparica","Rua Alagoa, 5, Charneca de Caparica",0
"Tv Dr Miranda Da Rocha, 53, Sande Mcn, 4625-406","R Dr Miranda Da Rocha, 564, Sande Mcn, 4625-406",0
"Rua da Boa Esperança, 2, Vale de Vargo, 7830-512","Rua da Boa Esperança, 2, Vale de Vargo",1
"Rua Nova Sapateiros, 9, Brinches, 7830-147","Rua Sapateiros, 46, Brinches, 7830-147",0
"Rua A, 2, Penedo Gordo, 7800-348","r a, 2, Penedo Gordo, 7800-348",1
"Rua das Laranjeiras, 21, Barrada, 7200-171","Rua das Laranjeiras, 21, 7200-171",1
"Rua da Escola, São Domingos de Rana, 2785-024","Rua Sebastião da Gama, 24, São Domingos de Rana",0
"Bairro Padre Américo, 18, Reguengos de Monsaraz, 7200-250","Bairro Padre Américo, 18, Reguengos de Monsaraz",1
"Rua do Barreiro, 18, Setúbal, 2910-231","Rua do Barreiro, 18, Setúbal",1
"R Fontelas, Constance, 4635-096","R De Constance Quinta Dos Tapados, 1158, Constance, 4635-127",0
"Rua Doutor Virgilio Bacelar, 11, Lavre, 7050-467","Rua do Outeiro, 4, Lavre, 7050-467",0
"Rua dos Farizes, 51, Serpa, 7830-416","Rua dos Farizes, 51, Serpa",1
"Rua Santo António, 27, Chaves, 5400-069","Rua Santo António, 27, 5400-069",1
"Rua Doutor Eduardo Mendes Belo, 1, Setúbal, 2910-114","r eduardo doutor menes belo, 1, Setúbal, 2910-114",1
"Travessa dos Ferreiros, 11, Viana do Alentejo, 7090-295","Travessa dos Ferreiros, Cabeção, 7490-111",0
"R Lavandeira, 36, Ariz Mcn, 4625-034","R Samoca, Ariz Mcn, 4625-013",0
"Rua da Encosta do Cabeço Centeio, 3, Rio Maior, 2040-148","Rua da Encosta do Cabeço Centeio, 4, Freiria, 2040-148",0
"Rua Doutor Fernando Ferreira da Costa, 22, Linhó, 2710-308","r doutlor fernando ferreira da costa, 22, Linhó",1
"Rua da Bateira, 81, Costa de Santo André, 7500-024","Rua da Bateira, 81, 7500-024",1
"R. Afonso Galo, 48, Almada, 2800-185","Rua Afonso Galo, 56, Almada, 2800-185",0
"Estrada das Laranjeiras, 196, Lisboa, 1600-175","Estrada das Laranjeiras, 196, 1600-175",1
"Rua Alberto Caeiro, 4, Évora, 7000-409","Rua A, 5, Évora, 7005-283",0
"Bairro da Aliança, 7, Chaves, 5400-040","Avenida da Cocanha - Chaves Retail Park B e C, B-C, Chaves, 5400-570",0
"Rua Henrique Gomes De Oliveira Estrada do Campo, 122, Campo, 2500","r oliveira gomes de henrique estrada do campo, 122, Campo",1
"Rua 5 de Outubro, 15, Vila Nova da Baronia, 7920-368","Rua Joaquim Henrique da Silva, 4, Vila Nova da Baronia, 7920-382",0
"Rua Palacete, 4, Azaruja, 7005-100","Rua Palacete, 8, Santana, 7220-504",0
"Travessa dos Namorados, 4, Cabeção, 7490-112","Travessa dos Namorados, 4, Cabeção",1
"Rua Bernardo Albuquerque, 66 C, Coimbra, 3000-070","Rua Bernardo Albuquerque, 66 C, 3000-070",1
"Rua das Flores, 95, Amareleja, 7885-045","flomres das ru, 95, Amareleja",1
"Rua dos Pardais, 42, Vale de Cavalos, 2140-431","r do sparais, 42, Vale de Cavalos",1
"Avenida do Bocage, 65, Barreiro, 2830-001","Avenida Bocage, 1, Barreiro, 2830-095",0
"Estrada 5 de Outubro, 2A, Horta (Matriz), 9900-093","Estrada 5 de Outubro, 2A, Horta (Matriz)",1
"Rua José Pinheiro e Rosa, 2, Tavira, 8800-676","Rua José Pinheiro e Rosa, 2, Tavira",1
"Travessa do Silvério, 2, Carregueira, 2140-679","Rua do Relvão, Carregueira, 2140-671",0
"Rua António Serra, 39, Rio de Moinhos, 7600-503","r antónivo serra, 39, Rio de Moinhos, 7600-503",1
"Travessa da Glória, 17, Lisboa, 1250-096","Travessa da Glória, 2, Cabeça Gorda, 7800-631",0
"Rua Padre Pita Ferreira, Câmara de Lobos, 9300-306","Rua Padre Pita Ferreira, 9300-306",1
"Rua de Mariana Janeiro, 2, Beja","Rua Capitão João Francisco de Sousa, 8, Beja, 7800-451",0
"Tv Carmem Miranda, 34, Várzea Do Douro, 4575-443","Tv Carmen Miranda, 8, Várzea Do Douro, 4575-443",0
"Travessa dos Currais, 11, Mourão, 7240-270","travessa dos currais, 11, Mourão",1
"Rua da Esperança, 42A, Arronches, 7340-015","Rua 2 do Bairro João Chagas, 4, Arronches, 7340-028",0
"Plaza de Europa, 3, Fuentes de Oñoro, 37480","plaza de euroopa, 3, Fuentes de Oñoro, 37480",1
"Estrada Nacional 386, Barrancos, 7230-039","Estrada 258, 5, Barrancos, 7230-017",0
"Avenida Fernando Magalhães, 1647/59, Porto, 4350-170","Avenida Fernão Magalhães, 1862, Porto, 4350-158",0
"Avenida dos Bombeiros Voluntários de Algés, 54, Algés, 1495-022","Avenida dos Bombeiros Voluntários de Algés, 80A, Lisboa, 1495-023",0
"IC 19, Alto do Forte, Sintra, 2735-018","Rua do Paço, 20, Sintra, 2710-602",0
"Rua de Santa Águeda, LT 4, Vila Nova da Baronia, 7920-353","Rua Joaquim Henrique da Silva, 4, Vila Nova da Baronia, 7920-382",0
"Travessa de Alvalade, 1, Setúbal, 2910-228","travessad e alvalade, 1, Setúbal, 2910-228",1
"Rua dos Lírios, 19, MEM MARTINS, 2725-362","Rua dos Lírios, 19, 2725-362",1
"Caminho Girão De Cá, 8, Calheta, 9370-256","caminho girão deecá, 8, Calheta, 9370-256",1
"Parque José Guilherme, 11;23, Paredes, 4580-229","Rua Coronel José Ribeiro da Costa Junior, Paredes, 4580-135",0
"Rua Ilha de São Miguel, 40, Angra do Heroísmo","ilha r de são miguel, 40, Angra do Heroísmo",1
"Rua da Saudade, 8, Évora, 7005-371","Rua da Saudade, 8, Évora",1
"Rua Luís de Camões, 378, São João da Madeira, 3700-171","Rua Luís de Camões, 378, 3700-171",1
"Rua Joaquim Correia, 34, Vila Nova da Baronia, 7920-381","Rua Joaquim Henrique da Silva, 4, Vila Nova da Baronia, 7920-382",0
"Rua das Hortas, 6, Garvão, 7670-134","Rua das Hortas, 6, 7670-134",1
"Rua de Lisboa, 112, Figueira dos Cavaleiros, 7900-252","Rua de Lisboa, 112, 7900-252",1
