address_1,address_2,label,address_1_road,address_1_house_number,address_1_city,address_1_postcode,address_1_normalized,address_2_road,address_2_house_number,address_2_city,address_2_postcode,address_2_normalized,ner_gpe_similarity,ner_loc_similarity,ner_misc_similarity,ner_person_similarity,ner_org_similarity,ner_overall_entity_similarity,ner_road_gpe_similarity,ner_road_loc_similarity,ner_road_misc_similarity,ner_road_person_similarity,ner_road_org_similarity,ner_road_overall_entity_similarity,ner_city_gpe_similarity,ner_city_loc_similarity,ner_city_misc_similarity,ner_city_person_similarity,ner_city_org_similarity,ner_city_overall_entity_similarity,ner_normalized_gpe_similarity,ner_normalized_loc_similarity,ner_normalized_misc_similarity,ner_normalized_person_similarity,ner_normalized_org_similarity,ner_normalized_overall_entity_similarity,ner_countries_hierarchy_similarity,ner_regions_hierarchy_similarity,ner_cities_hierarchy_similarity,ner_streets_hierarchy_similarity,ner_districts_hierarchy_similarity,ner_address1_total_entities,ner_address2_total_entities,ner_address1_unique_entities,ner_address2_unique_entities,ner_entity_count_difference,ner_shared_entity_count,ner_has_geographic_entities,ner_both_have_entities,phase2_jaro_winkler_score,phase2_levenshtein_score,phase2_jaccard_score,phase2_hybrid_avg,phase2_weighted_combo,comp_road_similarity,comp_road_exact_match,comp_house_number_similarity,comp_house_number_exact_match,comp_city_similarity,comp_city_exact_match,comp_postcode_similarity,comp_postcode_exact_match,comp_normalized_similarity,comp_normalized_exact_match,comp_avg_similarity,comp_max_similarity,comp_min_similarity,stat_addr1_length,stat_addr2_length,stat_length_diff,stat_length_ratio,stat_addr1_words,stat_addr2_words,stat_word_diff,stat_addr1_digits,stat_addr2_digits,stat_digits_match,interact_phase2_comp,interact_phase2_ner,interact_comp_ner,interact_all_three,interact_phase2_high,interact_comp_high,interact_ner_high,interact_all_high,interact_majority_high,interact_score_variance,interact_score_mean
"Rua Machado dos Santos, 55, Avis, 7480-148","Rua Machados dos Santos, 31, Avis, 7480-148",0,rua machado santos,55,,7480-148,rua machado dos santos 55 avis 7480-148,rua machados santos,31,,7480-148,rua machados dos santos 31 avis 7480-148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115227021040975,0.9302325581395349,0.8157894736842105,0.8858482446426144,0.8865447047852189,0.956140350877193,False,0.0,False,0.0,False,1.0,True,0.9152841302841302,False,0.5742848962322646,1.0,0.0,42,43,1,0.9767441860465116,7,7,0,9,9,1,0.5234737203912051,0.0,0.0,0.0,1,0,0,0,0,0.2124010193668177,0.49526919944545406
"Rua Mouzinho de Albuquerque, 53, Portalegre, 7300-197","Rua 31 de Janeiro, 6, Portalegre, 7300-211",0,rua mouzinho albuquerque,53,Portalegre,7300-197,rua mouzinho de albuquerque 53 portalegre 7300-197,rua 31 janeiro,6,Portalegre,7300-211,rua 31 de janeiro 6 portalegre 7300-211,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,True,True,0.8350554058101228,0.5660377358490566,0.3709677419354839,0.5906869611982212,0.6420255726555179,0.6571067821067821,False,0.0,False,1.0,True,0.9,False,0.8285034965034965,False,0.6771220557220557,1.0,0.0,53,42,11,0.7924528301886793,7,7,0,9,10,0,0.5654344330239659,0.4175277029050614,0.3385610278610279,0.28271721651198295,1,0,0,0,0,0.02809621510930551,0.6707258205107262
"Rua do Relvão, 29, Carregueira, 2140-671","ura do rlvão, 29, Carregueira",1,rua relvao,29,Carregueira,2140-671,rua do relvao 29 carregueira 2140-671,ura rlvao,29,Carregueira,,ura do rlvao 29 carregueira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8048850574712644,0.675,0.6486486486486487,0.7095112353733044,0.7320371233302267,0.9296296296296296,False,1.0,True,1.0,True,0.0,False,0.8111444778111445,False,0.7481548214881548,1.0,0.0,40,29,11,0.725,6,5,1,9,2,0,0.602178636490897,0.0,0.0,0.0,1,1,0,0,1,0.2017989853885321,0.5176799596531397
"Rua da Escola, 5, Sobral da Lagoa, 2510-651","ura daa escola, 5, Sobral da Lagoa, 2510-651",1,rua escola,5,Sobral Da Lagoa,2510-651,rua da escola 5 sobral da lagoa 2510-651,ura daa escola,5,Sobral Da Lagoa,2510-651,ura daa escola 5 sobral da lagoa 2510-651,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,True,True,0.8838971106412967,0.9318181818181819,0.8857142857142857,0.9004765260579214,0.8940264773985704,0.7714285714285715,False,1.0,True,1.0,True,1.0,True,0.8835365853658536,False,0.930993031358885,1.0,0.7714285714285715,43,44,1,0.9772727272727273,8,8,0,8,8,1,0.8229020504453006,0.736580925534414,0.7758275261324042,0.6857517087044173,1,1,1,1,1,0.002385356323721434,0.882741158444505
"Rua Luis de Camões, 2, Rio Maior, 2040-068","Rua Luis de Camões, 2, Rio Maior",1,rua luis camoes,2,Rio Maior,2040-068,rua luis de camoes 2 rio maior 2040-068,rua luis camoes,2,Rio Maior,,rua luis de camoes 2 rio maior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.7619047619047619,0.7837837837837838,0.8326898326898325,0.8637065637065636,1.0,True,1.0,True,1.0,True,0.0,False,0.9538461538461538,False,0.7907692307692308,1.0,0.0,42,32,10,0.7619047619047619,8,7,1,8,1,0,0.7531135531135531,0.0,0.0,0.0,1,1,0,0,1,0.25974396722528587,0.581050061050061
"Rua Major Victor Castela, 5, Tavira, 8800-601","Rua Major Victor Castela, 5, Tavira",1,rua major victor castela,5,Tavira,8800-601,rua major victor castela 5 tavira 8800-601,rua major victor castela,5,Tavira,,rua major victor castela 5 tavira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555555555555556,0.7777777777777778,0.7894736842105263,0.84093567251462,0.8701754385964913,1.0,True,1.0,True,1.0,True,0.0,False,0.9571428571428571,False,0.7914285714285715,1.0,0.0,45,35,10,0.7777777777777778,7,6,1,8,1,0,0.7562539682539683,0.0,0.0,0.0,1,1,0,0,1,0.26106387839086254,0.5823280423280424
"Rua Cidade de Salamanca, 57, Coimbra, 3000-110","Rua Cidade de Salamanca, 57, Coimbra",1,rua cidade salamanca,57,Coimbra,3000-110,rua cidade de salamanca 57 coimbra 3000-110,rua cidade salamanca,57,Coimbra,,rua cidade de salamanca 57 coimbra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.782608695652174,0.8157894736842105,0.8516399694889398,0.8795194508009153,1.0,True,1.0,True,1.0,True,0.0,False,0.958139534883721,False,0.7916279069767442,1.0,0.0,46,36,10,0.782608695652174,7,6,1,9,2,0,0.7572093023255815,0.0,0.0,0.0,1,1,0,0,1,0.26146642606930365,0.582716548702393
"R Devesas, 20, São Lourenço Do Douro, 4625-530","R Devesas, Toutosa, 4635-526",0,rua devesas,20,Sao Lourenco Do Douro,4625-530,r devesas 20 sao lourenco do douro 4625-530,rua devesas,,Toutosa,4635-526,r devesas toutosa 4635-526,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,True,False,0.8424430641821946,0.4565217391304348,0.3333333333333333,0.5440993788819876,0.6125258799171843,1.0,True,0.0,False,0.5174603174603174,False,0.8,False,0.6950181601344392,False,0.6024956955189513,1.0,0.0,46,28,18,0.6086956521739131,8,4,4,9,7,0,0.5075683198895679,0.5616287094547964,0.4016637970126342,0.33837887992637855,1,0,0,0,0,0.015431665864998702,0.7038684754559376
"Rua da Fonte do Castanheiro, 89, Coimbra, 3030-246","r da fonste do castanheiro, 89, Coimbra",1,rua fonte castanheiro,89,Coimbra,3030-246,rua da fonte do castanheiro 89 coimbra 3030-246,rua fonste castanheiro,89,Coimbra,,r da fonste do castanheiro 89 coimbra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8097813765182187,0.74,0.7111111111111111,0.7536308292097766,0.7662240215924427,0.9623376623376624,False,1.0,True,1.0,True,0.0,False,0.8133457926011117,False,0.7551366909877548,1.0,0.0,50,39,11,0.78,8,7,1,9,2,0,0.6114956290874768,0.0,0.0,0.0,1,1,0,0,1,0.20482722358140004,0.5216393558353245
"Travessa da Escola, 12, Monte do Trigo, 7220-242","Rua Escola, 2, Monte do Trigo, 7220-222",0,travessa escola,12,Monte Do Trigo,7220-242,travessa da escola 12 monte do trigo 7220-242,rua escola,2,Monte Do Trigo,7220-222,rua escola 2 monte do trigo 7220-222,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.7893999768999769,0.7708333333333334,0.7045454545454546,0.754926254926255,0.7602302914802915,0.7222222222222222,False,0.0,False,1.0,True,0.95,False,0.7823529411764706,False,0.6909150326797386,1.0,0.0,48,39,9,0.8125,8,7,1,9,8,0,0.5454083108372324,0.613977759811093,0.5373783587509078,0.42420646398451406,1,0,1,0,1,0.0028965827060777314,0.7526975957858312
"Rua Vasco da Gama, 33, Braga","r vasco da gzama, 33, Braga",1,rua vasco gama,33,Braga,,rua vasco da gama 33 braga,rua vasco gzama,33,Braga,,r vasco da gzama 33 braga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828998778998779,0.8928571428571429,0.8148148148148148,0.845556912223579,0.8375152625152625,0.9866666666666667,False,1.0,True,1.0,True,0.0,False,0.8274230769230769,False,0.7628179487179487,1.0,0.0,28,27,1,0.9642857142857143,6,6,0,2,2,1,0.6323751480855327,0.0,0.0,0.0,1,1,0,0,1,0.21225168346073092,0.530605575905576
"Rua 15 de Maio, Caldas da Rainha, 2500-178","Rua 15 de Maio;Rua da Praça de Touros, 13, Caldas da Rainha, 2500-167",0,rua maio,15,Caldas Da Rainha,2500-178,rua 15 de maio caldas da rainha 2500-178,rua 15 maiorua praca touros,13,Caldas Da Rainha,2500-167,rua 15 de maiorua da praca de touros 13 caldas da rainha 2500-167,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.8604201383628742,0.5797101449275363,0.6226415094339622,0.687590597574791,0.7329445509971331,0.8592592592592593,False,0.6666666666666666,False,1.0,True,0.95,False,0.8585897435897436,False,0.866903133903134,1.0,0.6666666666666666,42,69,27,0.6086956521739131,8,13,5,9,11,0,0.7459009144201438,0.5736134255752494,0.5779354226020893,0.49726727628009587,1,1,0,0,1,0.01294617997280817,0.7979966463108915
"Rua de Évora, 23, São Miguel de Machede, 7005-766","Rua António Francisco Pais Rosa, 2, São Miguel de Machede, 7005-763",0,rua evora,23,Sao Miguel De Machede,7005-766,rua de evora 23 sao miguel de machede 7005-766,rua antonio francisco pais rosa,2,Sao Miguel De Machede,7005-763,rua antonio francisco pais rosa 2 sao miguel de machede 7005-763,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,0.0,1.0,True,True,0.8341009711763914,0.6268656716417911,0.5230769230769231,0.6613478552983686,0.6993466968396309,0.620242362177846,False,0.8500000000000001,False,1.0,True,0.95,False,0.8339130434782609,False,0.8508310811312214,1.0,0.620242362177846,49,67,18,0.7313432835820896,9,11,2,9,8,0,0.7096790310786109,0.6487451998038599,0.6617575075465054,0.5519725797278083,1,1,1,1,1,0.0014648306374281028,0.8209032766951302
"Rua Teofilo Braga, 8, Vila Real de Santo António, 8900","Rua Teofilo Braga, 12, Olhão, 8700-520",0,rua teofilo braga,8,Vila Real De Santo Antonio,,rua teofilo braga 8 vila real de santo antonio 8900,rua teofilo braga,12,Olhao,8700-520,rua teofilo braga 12 olhao 8700-520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393493311823621,0.42592592592592593,0.3559322033898305,0.5404024868327061,0.6116395117933153,1.0,True,0.0,False,0.49230769230769234,False,0.0,False,0.8453532524120759,False,0.46753218894395365,1.0,0.0,54,38,16,0.7037037037037037,10,6,4,5,9,0,0.3924228300963333,0.0,0.0,0.0,1,0,0,0,0,0.17689027245289002,0.4356271733754386
"Rua do Frei Aleixo, 45, Évora, 7005-430","Rua do Frei Aleixo, 45, Évora",1,rua frei aleixo,45,Evora,7005-430,rua do frei aleixo 45 evora 7005-430,rua frei aleixo,45,Evora,,rua do frei aleixo 45 evora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487179487179487,0.7435897435897436,0.7428571428571429,0.8117216117216118,0.845934065934066,1.0,True,1.0,True,1.0,True,0.0,False,0.95,False,0.79,1.0,0.0,39,29,10,0.7435897435897436,7,6,1,9,2,0,0.7494871794871795,0.0,0.0,0.0,1,1,0,0,1,0.2582261889108043,0.5795726495726495
"Praça do Giraldo, 75, Évora, 7000-508","do praçal giraldo, 75, Évora, 7000-508",1,praca giraldo,75,Evora,7000-508,praca do giraldo 75 evora 7000-508,do pracal giraldo,75,Evora,7000-508,do pracal giraldo 75 evora 7000-508,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.9281650071123756,0.8421052631578947,0.8709677419354839,0.8804126707352514,0.8937938787684119,0.7933634992458521,False,1.0,True,1.0,True,1.0,True,0.9218487394957983,False,0.9430424477483301,1.0,0.7933634992458521,37,38,1,0.9736842105263158,6,6,0,9,9,1,0.8752990002216009,0.773470839260313,0.7858687064569418,0.7294158335180008,1,1,1,1,1,0.0035417457295556475,0.9015135960646797
"Rua Cerro do Mosqueiro, 26, Aljezur, 8670-088","Rua da Escola, 3, Aljezur, 8670-063",0,rua cerro mosqueiro,26,Aljezur,8670-088,rua cerro do mosqueiro 26 aljezur 8670-088,rua escola,3,Aljezur,8670-063,rua da escola 3 aljezur 8670-063,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,True,False,0.8247619047619048,0.5777777777777777,0.36538461538461536,0.5893080993080994,0.6375518925518925,0.6570175438596492,False,0.0,False,1.0,True,0.9,False,0.6930665784832452,False,0.6500168244685789,1.0,0.0,45,35,10,0.7777777777777778,7,6,1,9,8,0,0.5361091142759898,0.5498412698412698,0.4333445496457192,0.3574060761839932,1,0,0,0,0,0.009301194106722033,0.7138151319657168
"Rua da Escola, 29, Évora, 7005-354","Largo da Misericórdia, 1, Évora, 7000-646",0,rua escola,29,Evora,7005-354,rua da escola 29 evora 7005-354,largo misericordia,1,Evora,7000-646,largo da misericordia 1 evora 7000-646,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.728342556534809,0.5365853658536586,0.27450980392156865,0.513145908770012,0.5538412926146068,0.6888888888888888,False,0.0,False,1.0,True,0.825,False,0.714782116581777,False,0.6457342010941332,1.0,0.0,34,41,7,0.8292682926829268,6,6,0,9,8,0,0.47031569886686336,0.5664886550826291,0.5022377119621035,0.3658010991186715,1,0,1,0,1,0.004450581271893968,0.7172848451355733
"Rua Rechão Da Forca, Soalhães, 4630-731","Rua Rechão, 84, Soalhães, 4630-714",0,rua rechao forca,,Soalhaes,4630-731,rua rechao da forca soalhaes 4630-731,rua rechao,84,Soalhaes,4630-714,rua rechao 84 soalhaes 4630-714,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,True,True,0.8836500754147812,0.7435897435897436,0.5853658536585366,0.7375352242210206,0.7661527425229003,0.925,False,0.0,False,1.0,True,0.95,False,0.9034250840702454,False,0.7556850168140491,1.0,0.0,39,34,5,0.8717948717948718,6,5,1,7,9,0,0.6677611220975547,0.6872833919892742,0.5877550130775937,0.5193697616314313,1,1,1,1,1,0.0046786816194379225,0.8057042900022027
"R Viadores, 1124, Paredes De Viadores, 4630-604","R Viadores, 1124, Paredes De Viadores",1,rua viadores,1124,Paredes De Viadores,4630-604,r viadores 1124 paredes de viadores 4630-604,rua viadores,1124,Paredes De Viadores,,r viadores 1124 paredes de viadores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106383,0.7872340425531915,0.75,0.8315602836879433,0.8611702127659574,1.0,True,1.0,True,1.0,True,0.0,False,0.9590909090909091,False,0.7918181818181818,1.0,0.0,47,37,10,0.7872340425531915,7,6,1,11,4,0,0.7581237911025145,0.0,0.0,0.0,1,1,0,0,1,0.26185221102751455,0.5830883301096067
"Rua dos Lavadouros, 4, Barretos, 7330-011","Rua Nossa Senhora das Dores, 20, Barretos, 7330-011",0,rua lavadouros,4,Barretos,7330-011,rua dos lavadouros 4 barretos 7330-011,rua nossa senhora dores,20,Barretos,7330-011,rua nossa senhora das dores 20 barretos 7330-011,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,True,True,0.8553155738234648,0.6666666666666667,0.47058823529411764,0.6641901585947497,0.7021675908333009,0.6940523244871071,False,0.0,False,1.0,True,1.0,True,0.8559081527347782,False,0.709992095444377,1.0,0.0,41,51,10,0.803921568627451,6,8,2,8,9,0,0.6072672965251316,0.6652454463071392,0.5522160742345154,0.4723190084084356,1,1,1,1,1,0.005287653652204078,0.7810284823485398
"Avenida Albino Marques, Delães, 4765-096","Avenida Albino Marques, 503, Vila Nova de Famalicão, 4765-096",0,avenida albino marques,,Delaes,4765-096,avenida albino marques delaes 4765-096,avenida albino marques,503,Vila Nova De Famalicao,4765-096,avenida albino marques 503 vila nova de famalicao 4765-096,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,True,True,0.8830112165660051,0.6065573770491803,0.5892857142857143,0.6929514359669665,0.739602797978553,1.0,True,0.0,False,0.44949494949494945,False,1.0,True,0.8858338374672312,False,0.6670657573924361,1.0,0.0,40,61,21,0.6557377049180327,5,9,4,7,10,0,0.5890265459646187,0.6867865017735595,0.5188289224163392,0.4581317579724811,1,0,1,0,1,0.011660611572447242,0.775951583912073
"Rua Cor Fernando Monterroso, 427, Tabuado, 4635-502","Rua Cor Fernando Monterroso, 427, Tabuado",1,rua cor fernando monterroso,427,Tabuado,4635-502,rua cor fernando monterroso 427 tabuado 4635-502,rua cor fernando monterroso,427,Tabuado,,rua cor fernando monterroso 427 tabuado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607843137254901,0.803921568627451,0.8372093023255814,0.8673050615595076,0.8923392612859097,1.0,True,1.0,True,1.0,True,0.0,False,0.9625,False,0.7925,1.0,0.0,51,41,10,0.803921568627451,7,6,1,10,3,0,0.7614215686274509,0.0,0.0,0.0,1,1,0,0,1,0.26324705962450334,0.5844281045751634
"EN 111, 1, Stª Cruz (Junto à Academia do Choupal), 3000-000","EN 111, Tentugal, 3140-563",0,en,1,Stª Cruz Junto A Academia Do Choupal,3000-000,en 111 1 stª cruz junto a academia do choupal 3000-000,en,111,Tentugal,3140-563,en 111 tentugal 3140-563,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True,True,0.6102419238012459,0.3220338983050848,0.16666666666666666,0.36631416292433244,0.41952774156163986,1.0,True,0.7999999999999999,False,0.5212962962962963,False,0.5833333333333334,False,0.5709876543209876,False,0.6951234567901234,1.0,0.5212962962962963,59,26,33,0.4406779661016949,11,4,7,11,10,0,0.42419347555097714,0.30512096190062293,0.3475617283950617,0.21209673777548857,0,0,0,0,0,0.009571886632611463,0.6017884601971231
"Rua do Paço, 3, Alter do Chão, 7440-074","Rua Cimeira de Madrid, 3, Alter do Chão, 7440-010",0,rua paco,3,Alter Do Chao,7440-074,rua do paco 3 alter do chao 7440-074,rua cimeira madrid,3,Alter Do Chao,7440-010,rua cimeira de madrid 3 alter do chao 7440-010,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,True,True,0.8433185861757291,0.6734693877551021,0.5416666666666666,0.6861515468658327,0.718853170638885,0.6388888888888888,False,1.0,True,1.0,True,0.9,False,0.8424887018856163,False,0.8762755181549011,1.0,0.6388888888888888,39,49,10,0.7959183673469388,8,9,1,8,8,1,0.7389794310707957,0.6559144559144559,0.6815476252315896,0.5747617797217299,1,1,1,1,1,0.002513926965055994,0.832457294036136
"Av Igreja, 52, Várzea Do Douro, 4575-456","Av Fernão De Magalhães, 83, Várzea Do Douro, 4575-443",0,avenida igreja,52,Varzea Do Douro,4575-456,av igreja 52 varzea do douro 4575-456,avenida fernao magalhaes,83,Varzea Do Douro,4575-443,av fernao de magalhaes 83 varzea do douro 4575-443,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,True,True,0.798999260081391,0.6226415094339622,0.40350877192982454,0.6083831804817259,0.6450805635064353,0.8547619047619047,False,0.0,False,1.0,True,0.9,False,0.8057535600116246,False,0.7121030929547059,1.0,0.0,40,53,13,0.7547169811320755,7,9,2,9,9,1,0.56896984437248,0.798999260081391,0.7121030929547059,0.56896984437248,1,1,1,1,1,0.021806145065897304,0.837034117678699
"Avenida da Liberdade, 27, Quinta do Conde, 2975-192","Avenida da Liberdade, 27, Quinta do Conde",1,avenida liberdade,27,Quinta Do Conde,2975-192,avenida da liberdade 27 quinta do conde 2975-192,avenida liberdade,27,Quinta Do Conde,,avenida da liberdade 27 quinta do conde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607843137254901,0.803921568627451,0.825,0.8632352941176471,0.8886764705882352,1.0,True,1.0,True,1.0,True,0.0,False,0.9625,False,0.7925,1.0,0.0,51,41,10,0.803921568627451,8,7,1,9,2,0,0.7614215686274509,0.0,0.0,0.0,1,1,0,0,1,0.26324705962450334,0.5844281045751634
